settlement_id,batch_id,line_type,payment_id,refund_id,gross,fee,tax,net,settled_event_date
SET_B575101E434D,BAT_AE552EB6121F,payment,PAY_DEC57A0505D2,,35789.53,644.21,115.96,35029.36,2026-09-04
SET_B8B6557241FF,BAT_15F19E75922D,payment,PAY_0E3CA7592256,,4369.81,102.69,18.48,4248.64,2026-09-04
SET_BA3C71978A46,BAT_995B5FFD2724,payment,PAY_B71EF3D6FF9B,,24092.39,0.00,0.00,24092.39,2026-09-04
SET_BA59E1F853EB,BAT_AE552EB6121F,refund,PAY_121B30B1B451,RFD_89E7516251F0,0.00,0.00,0.00,-6259.92,2026-09-04
SET_BD44AEBE8182,BAT_AE552EB6121F,payment,PAY_93D9C80A9F93,,14453.72,260.17,46.83,14146.72,2026-09-04
SET_BE5B3F7A82B1,BAT_AE552EB6121F,payment,PAY_CEC9DA18160D,,44348.20,0.00,0.00,44348.20,2026-09-04
SET_BEACC01BD9D4,BAT_AE552EB6121F,payment,PAY_A84551B87C2E,,52008.18,832.13,149.78,51026.27,2026-09-04
SET_BF7B305BC001,BAT_15F19E75922D,payment,PAY_5700892DC278,,2470.22,0.00,0.00,2470.22,2026-09-04
SET_C02CF4E68777,BAT_AE552EB6121F,payment,PAY_0C0394575567,,48726.67,877.08,157.87,47691.72,2026-09-04
SET_C21F49CE45EE,BAT_995B5FFD2724,payment,PAY_B1B81D43B6FF,,15001.66,300.03,54.01,14647.62,2026-09-04
SET_C3BC041D25B2,BAT_74A1F1B3BD4D,payment,PAY_60CAE639C9FC,,5134.61,0.00,0.00,5134.61,2026-09-02
SET_C4221D9E59C0,BAT_AE552EB6121F,payment,PAY_2626338CA467,,57142.34,1028.56,185.14,55928.64,2026-09-04
SET_C4F19B37FEC1,BAT_AE552EB6121F,payment,PAY_26EBAFCAC1FA,,31187.09,561.37,101.05,30524.67,2026-09-04
SET_CA26235AC4AA,BAT_15F19E75922D,payment,PAY_F93270175CE1,,7113.93,0.00,0.00,7113.93,2026-09-04
SET_CA4E5C2D7509,BAT_AE552EB6121F,payment,PAY_97C3D1694D47,,7784.90,151.81,27.33,7605.76,2026-09-04
SET_CB1E3E48C50D,BAT_AE552EB6121F,payment,PAY_5B04F395C4C4,,1789.03,28.62,5.15,1755.26,2026-09-04
SET_CC0B9DC915F2,BAT_74A1F1B3BD4D,payment,PAY_CB0400936371,,3023.19,0.00,0.00,3023.19,2026-09-02
SET_CCC454294C74,BAT_15F19E75922D,refund,PAY_4B0E067DFE85,RFD_1D1FC3086675,0.00,0.00,0.00,-72.53,2026-09-04
SET_CE96CFB6EF2D,BAT_AB7E96F74DA8,payment,PAY_DB8B25EF313B,,6427.57,134.98,24.30,6268.29,2026-09-02
SET_CFE4765005DE,BAT_AE552EB6121F,payment,PAY_0592F104622F,,49061.71,883.11,158.96,48019.64,2026-09-04
SET_D07E834B9EE1,BAT_AE552EB6121F,payment,PAY_4228C5C0D9CB,,18669.17,336.05,60.49,18272.63,2026-09-04
SET_D253949678FE,BAT_15F19E75922D,payment,PAY_5BE656E563A5,,4393.06,0.00,0.00,4393.06,2026-09-04
SET_D2A4EEB5E226,BAT_15F19E75922D,payment,PAY_E4EC399F225B,,5881.23,0.00,0.00,5881.23,2026-09-04
SET_D30893791F38,BAT_15F19E75922D,refund,PAY_A98A26D0D54D,RFD_5DF4334276B5,0.00,0.00,0.00,-4624.55,2026-09-04
SET_D322A61AFB34,BAT_15F19E75922D,payment,PAY_5C4F56659981,,1445.62,33.97,6.11,1405.54,2026-09-04
SET_D48CA4B3BD2B,BAT_AE552EB6121F,payment,PAY_57E1C6176A23,,59533.67,1160.91,208.96,58163.80,2026-09-04
SET_D78457E44DBE,BAT_995B5FFD2724,payment,PAY_0C2199A352A9,,1381.91,27.64,4.98,1349.29,2026-09-04
SET_DCDD1B2A43A6,BAT_15F19E75922D,payment,PAY_650F3800591A,,6508.74,152.96,27.53,6328.25,2026-09-04
SET_DE706D4D35D4,BAT_15F19E75922D,payment,PAY_4FBA47F6C0AE,,5536.89,130.12,23.42,5383.35,2026-09-04
SET_DF79CAC71F23,BAT_AE552EB6121F,payment,PAY_935E11502FD8,,56675.32,1020.16,183.63,"55,471.53",2026-09-04
SET_E22510D66AC9,BAT_995B5FFD2724,payment,PAY_04167C994DAF,,11400.29,0.00,0.00,11400.29,2026-09-04
SET_E39283CF14C1,BAT_AE552EB6121F,payment,PAY_DC83755393A1,,40525.50,0.00,0.00,40525.50,2026-09-04
SET_E4D49122A0F8,BAT_995B5FFD2724,payment,PAY_2275EE109DF4,,3878.34,0.00,0.00,3878.34,2026-09-04
SET_E5E736505D2C,BAT_15F19E75922D,payment,PAY_5C9580386DAC,,647.26,15.21,2.74,629.31,2026-09-04
SET_E721F34C8E61,BAT_995B5FFD2724,payment,PAY_B7149E204764,,14522.91,0.00,0.00,14522.91,2026-09-04
SET_EB1EA8BAB9AA,BAT_995B5FFD2724,payment,PAY_A066BB31D416,,9590.27,0.00,0.00,9590.27,2026-09-04
SET_EB6519864BD0,BAT_995B5FFD2724,payment,PAY_580ABE77E2AB,,10700.61,187.26,33.71,10479.64,2026-09-04
SET_EB9A5E26BC4F,BAT_995B5FFD2724,payment,PAY_08DB7EE119D9,,15890.52,0.00,0.00,15890.52,2026-09-04
SET_EBD8ACA00317,BAT_995B5FFD2724,payment,PAY_01F081E71599,,20361.82,427.60,76.97,19857.25,2026-09-04
SET_EE555771AB55,BAT_AE552EB6121F,payment,PAY_254633472A45,,13103.07,235.86,42.45,12824.76,2026-09-04
SET_EF7AEA14D8C5,BAT_995B5FFD2724,payment,PAY_165361E7846D,,9795.56,171.42,30.86,9593.28,2026-09-04
SET_EFD8B1F2E2B8,BAT_15F19E75922D,payment,PAY_4E5866F2D526,,7319.95,0.00,0.00,7319.95,2026-09-04
SET_F0C7182384F2,BAT_AE552EB6121F,payment,PAY_E8C79C4C82E3,,51123.12,920.22,165.64,50037.26,2026-09-04
SET_F0CD2A204624,BAT_15F19E75922D,payment,PAY_D4867C8420F2,,4296.20,81.63,14.69,4199.88,2026-09-04
SET_F0F0C0539181,BAT_995B5FFD2724,payment,PAY_1CD823008E54,,10686.02,0.00,0.00,10686.02,2026-09-04
SET_F2BA8554509F,BAT_15F19E75922D,payment,PAY_6CCAA131CDD9,,6676.86,156.91,28.24,6491.71,2026-09-04
SET_F33D805B0C1C,BAT_74A1F1B3BD4D,payment,PAY_03D2A48124B0,,4059.59,0.00,0.00,4059.59,2026-09-02
SET_F516194A7C19,BAT_AE552EB6121F,payment,PAY_0E213CBD76C7,,31143.31,498.29,89.69,30555.33,2026-09-04
SET_F5692D7D36FC,BAT_AE552EB6121F,payment,PAY_07E1592F6A96,,44100.78,793.81,142.89,43164.08,2026-09-04
SET_F641BA965097,BAT_AE552EB6121F,payment,PAY_8D3666507E50,,49039.12,882.70,158.89,47997.53,2026-09-04
SET_F70F303CA83E,BAT_995B5FFD2724,payment,PAY_4A661DF73783,,20005.42,0.00,0.00,20005.42,2026-09-04
SET_F95037902A1A,BAT_995B5FFD2724,payment,PAY_65B137AA595A,,21763.63,0.00,0.00,21763.63,2026-09-04
SET_F9B05342B473,BAT_AE552EB6121F,payment,PAY_7155E79FDDF2,,38638.25,0.00,0.00,38638.25,2026-09-04
SET_FA4F9C134EF8,BAT_15F19E75922D,payment,PAY_FE97046EE028,,6373.53,0.00,0.00,6373.53,2026-09-04
SET_FB1F44A84E3A,BAT_995B5FFD2724,payment,PAY_CAEABC3A00EC,,5657.93,0.00,0.00,5657.93,2026-09-04
SET_FB40958D098C,BAT_995B5FFD2724,payment,PAY_DFBBC6E535A6,,6294.56,125.89,22.66,6146.01,2026-09-04
SET_FC7236A31443,BAT_995B5FFD2724,payment,PAY_D8180FAF804D,,20260.50,405.21,72.94,19782.35,2026-09-04
SET_FE983F41B1F4,BAT_15F19E75922D,payment,PAY_EEF22D7FD0A5,,2072.37,0.00,0.00,2072.37,2026-09-04
