settlement_id,batch_id,line_type,payment_id,refund_id,gross,fee,tax,net,settled_event_date
SET_CC356598AC8A,BAT_488D46B24240,payment,PAY_D963D419042B,,1429.57,0.00,0.00,1429.57,2026-09-16
SET_CD32E8AA280B,BAT_8C35832FBD31,payment,PAY_080F33F3065B,,6876.38,0.00,0.00,6876.38,2026-09-16
SET_CD3C1504CF6C,BAT_8C35832FBD31,payment,PAY_94B87466E3D7,,5531.72,0.00,0.00,5531.72,2026-09-16
SET_CDD16A3595BA,BAT_5DD8CF6BB1B7,payment,PAY_4E2FBCD02270,,18665.97,298.66,53.76,18313.55,2026-09-14
SET_D129DB357043,BAT_488D46B24240,payment,PAY_B54FF8F4442F,,5608.68,131.80,23.72,5453.16,2026-09-16
SET_D2E186BE3D47,BAT_8C35832FBD31,payment,PAY_1FE8FA5868BA,,17498.14,349.96,62.99,17085.19,2026-09-16
SET_D2FE1AF876E5,BAT_488D46B24240,payment,PAY_914BFB82960A,,2833.65,0.00,0.00,2833.65,2026-09-16
SET_D3EA2381012D,BAT_488D46B24240,payment,PAY_DAF8DB588FF0,,1766.70,33.57,6.04,1727.09,2026-09-16
SET_D40B9CDFAAB5,BAT_98522345B527,payment,PAY_6E7981CEF03C,,17895.74,375.81,67.65,17452.28,2026-09-14
SET_D4680AF22A0C,BAT_9952F1823E49,payment,PAY_4FDBAC12FFD3,,9279.02,167.02,30.06,9081.94,2026-09-16
SET_D5115F3475F6,BAT_9952F1823E49,payment,PAY_B3A07DB47510,,16736.07,301.25,54.23,16380.59,2026-09-16
SET_D54FE310858C,BAT_488D46B24240,payment,PAY_52021A7B783E,,6864.67,0.00,0.00,6864.67,2026-09-16
SET_D6A91D150896,BAT_9952F1823E49,payment,PAY_49D8A104046B,,2827.74,50.90,9.16,2767.68,2026-09-16
SET_D7289A11189C,BAT_488D46B24240,payment,PAY_17A9270DBB37,,1904.97,0.00,0.00,1904.97,2026-09-16
SET_D751F9B458AB,BAT_9952F1823E49,payment,PAY_802706615C03,,46796.95,0.00,0.00,46796.95,2026-09-16
SET_D856EF7132C3,BAT_488D46B24240,payment,PAY_D4B25EC9BD70,,1410.20,33.14,5.97,1371.09,2026-09-16
SET_D8A17C3FAD00,BAT_488D46B24240,payment,PAY_13DF45285955,,4393.85,0.00,0.00,4393.85,2026-09-16
SET_D91E6E9A5D50,BAT_488D46B24240,payment,PAY_031A2E664680,,5723.00,0.00,0.00,5723.00,2026-09-16
SET_D9623271917D,BAT_8C35832FBD31,payment,PAY_C2CD806E646A,,12799.96,256.00,46.08,12497.88,2026-09-16
SET_D98025626F4E,BAT_9952F1823E49,payment,PAY_D7D4BAB3194D,,38209.34,687.77,123.80,37397.77,2026-09-16
SET_DA1C27BDBAD1,BAT_8C35832FBD31,payment,PAY_F2FE10A4D099,,20919.98,366.10,65.90,20487.98,2026-09-16
SET_DB2387565FCA,BAT_9952F1823E49,payment,PAY_DEF40FF38829,,20710.13,331.36,59.64,20319.13,2026-09-16
SET_DFAA59602ECC,BAT_8C35832FBD31,payment,PAY_B8B405E9ADAC,,8003.76,160.08,28.81,7814.87,2026-09-16
SET_E08A743656B7,BAT_9952F1823E49,payment,PAY_22CEA7601BF0,,25589.55,0.00,0.00,25589.55,2026-09-16
SET_E08B59E8ABF1,BAT_8C35832FBD31,payment,PAY_CF7431F0422B,,4604.77,92.10,16.58,4496.09,2026-09-16
SET_E1954A953CF7,BAT_9952F1823E49,payment,PAY_1A6AB1AD59F0,,34413.27,0.00,0.00,34413.27,2026-09-16
SET_E1BF12662FB2,BAT_488D46B24240,payment,PAY_BAF36514BD9F,,742.39,14.11,2.54,725.74,2026-09-16
SET_E39009A4A3CD,BAT_9952F1823E49,payment,PAY_8844CE7A4FCA,,48028.27,864.51,155.61,47008.15,2026-09-16
SET_E39B86AADBB9,BAT_9952F1823E49,payment,PAY_79AEE636F5B4,,4534.39,81.62,14.69,4438.08,2026-09-16
SET_E59E4DAA245D,BAT_488D46B24240,payment,PAY_A60BEC4647FE,,6536.14,153.60,27.65,6354.89,2026-09-16
SET_E626C1FB52B1,BAT_8C35832FBD31,payment,PAY_B78DDE599403,,3842.85,76.86,13.83,3752.16,2026-09-16
SET_E6787C1094B6,BAT_8C35832FBD31,payment,PAY_42EB65C2667C,,8445.18,177.35,31.92,8235.91,2026-09-16
SET_E6F3193C8CAD,BAT_8C35832FBD31,payment,PAY_D7469EC57586,,14779.02,0.00,0.00,14779.02,2026-09-16
SET_E6FA421A4D01,BAT_5DD8CF6BB1B7,payment,PAY_A041D488FA8C,,22076.41,0.00,0.00,22076.41,2026-09-14
SET_E75A7CF95509,BAT_488D46B24240,payment,PAY_6CEBF6D332C6,,1674.87,31.82,5.73,1637.32,2026-09-16
SET_E8B99734B274,BAT_9952F1823E49,payment,PAY_EDF497C08113,,14949.37,269.09,48.44,14631.84,2026-09-16
SET_E9F60B238E2F,BAT_8C35832FBD31,payment,PAY_3CCE5F566A25,,3566.50,71.33,12.84,3482.33,2026-09-16
SET_EB2476A4584F,BAT_488D46B24240,payment,PAY_4881D45B16C3,,3288.42,0.00,0.00,3288.42,2026-09-16
SET_EC317B37FA0F,BAT_9952F1823E49,refund,PAY_146D94E542DA,RFD_D21192DF67BD,0.00,0.00,0.00,-16230.94,2026-09-16
SET_EC511838D3EB,BAT_8C35832FBD31,payment,PAY_371959DAEF11,,17849.83,0.00,0.00,17849.83,2026-09-16
SET_ED206380D2F6,BAT_8C35832FBD31,payment,PAY_54F99A93340C,,18449.02,0.00,0.00,18449.02,2026-09-16
SET_EEC195084648,BAT_488D46B24240,payment,PAY_74BF9AC961BD,,1372.06,0.00,0.00,1372.06,2026-09-16
SET_EEF56C25355B,BAT_488D46B24240,payment,PAY_2B2B0111ABED,,6087.97,0.00,0.00,6087.97,2026-09-16
SET_EF59830646F8,BAT_9952F1823E49,payment,PAY_112E4E363536,,46317.07,903.18,162.57,45251.32,2026-09-16
SET_F0581F714907,BAT_8C35832FBD31,payment,PAY_D3D6B42DDAFB,,7487.72,149.75,26.96,7311.01,2026-09-16
SET_F23E4807C2B5,BAT_8C35832FBD31,payment,PAY_C44AC452917D,,2831.27,56.63,10.19, 2764.45 ,2026-09-16
SET_F2ED2B84331F,BAT_488D46B24240,payment,PAY_FAD90185E036,,4400.55,0.00,0.00, 4400.55 ,2026-09-16
SET_F3CBA1A3358C,BAT_8C35832FBD31,payment,PAY_7946E36B9713,,21216.67,371.29,66.83,20778.55,2026-09-16
SET_F588467A2092,BAT_488D46B24240,payment,PAY_18C7246F8E52,,6118.76,0.00,0.00,6118.76,2026-09-16
SET_F6660A51A17C,BAT_9952F1823E49,payment,PAY_7E9B130C59D3,,28134.08,548.61,98.75,27486.72,2026-09-16
SET_F67CF540CEC1,BAT_9952F1823E49,payment,PAY_8E9360F4FDE5,,45569.21,729.11,131.24,44708.86,2026-09-16
SET_F7343258A2AC,BAT_EFAAE4E504CE,payment,PAY_8D21DB419696,,17609.15,281.75,50.72,17276.68,2026-09-15
SET_F80CE24F4197,BAT_488D46B24240,payment,PAY_45FFA7280B21,,5091.53,0.00,0.00,"5,091.53",2026-09-16
SET_F87C02C6EA5B,BAT_9952F1823E49,payment,PAY_0D95F0B267B6,,20232.67,0.00,0.00,20232.67,2026-09-16
SET_F908FDBA1109,BAT_9952F1823E49,payment,PAY_0F34BA5C8A0B,,1491.13,26.84,4.83,1459.46,2026-09-16
SET_F9175E172783,BAT_488D46B24240,payment,PAY_926E293AB1A2,,7425.88,0.00,0.00,7425.88,2026-09-16
SET_FAA37860F581,BAT_9952F1823E49,payment,PAY_C8CB67F649B6,,36860.34,589.77,106.16,36164.41,2026-09-16
SET_FAF0B7A2A04C,BAT_9952F1823E49,payment,PAY_3BF4C173916B,,52855.73,0.00,0.00, 52855.73 ,2026-09-16
SET_FB7B5DA9C24F,BAT_8C35832FBD31,refund,PAY_4069A8656D86,RFD_DC6071FE2213,0.00,0.00,0.00,-9803.50,2026-09-16
SET_FB8702B113D6,BAT_9952F1823E49,payment,PAY_9651BB485669,,6298.50,100.78,18.14,6179.58,2026-09-16
SET_FC47B5983B38,BAT_488D46B24240,payment,PAY_84EAE7698723,,2856.26,0.00,0.00,2856.26,2026-09-16
SET_FD3963842A8B,BAT_8C35832FBD31,payment,PAY_AC211522255B,,16015.08,280.26,50.45,15684.37,2026-09-16
SET_FF8D89BAC0A0,BAT_8C35832FBD31,payment,PAY_CED9288CABAF,,650.67,11.39,2.05,637.23,2026-09-16
